Forest name	Forest size
hog1_prizes_beta4.0_omega0.01_mu0.03_seed3_optimalForest.sif	25
pde2_prizes_beta4.0_omega0.01_mu0.03_seed8_optimalForest.sif	22
hog1_prizes_beta4.0_omega0.01_mu0.03_seed8_optimalForest.sif	26
pde2_prizes_beta5.0_omega0.01_mu0.03_seed3_optimalForest.sif	20
pde2_prizes_beta4.5_omega0.01_mu0.03_seed6_optimalForest.sif	22
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed10_optimalForest.sif	30
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed7_optimalForest.sif	32
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed1_optimalForest.sif	33
hog1_prizes_beta5.0_omega0.01_mu0.03_seed10_optimalForest.sif	25
pde2_prizes_beta4.0_omega0.01_mu0.03_seed10_optimalForest.sif	20
hog1_prizes_beta4.0_omega0.01_mu0.03_seed2_optimalForest.sif	26
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed2_optimalForest.sif	31
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed10_optimalForest.sif	23
pde2_prizes_beta5.0_omega0.01_mu0.03_seed7_optimalForest.sif	20
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed2_optimalForest.sif	0
pde2_prizes_beta4.5_omega0.01_mu0.03_seed8_optimalForest.sif	20
pde2_prizes_beta4.5_omega0.01_mu0.03_seed7_optimalForest.sif	22
pde2_prizes_beta4.5_omega0.01_mu0.03_seed10_optimalForest.sif	20
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed6_optimalForest.sif	29
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta4.5_omega0.01_mu0.03_seed9_optimalForest.sif	20
pde2_prizes_beta5.0_omega0.01_mu0.03_seed8_optimalForest.sif	20
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed5_optimalForest.sif	0
pde2_prizes_beta5.0_omega0.01_mu0.03_seed5_optimalForest.sif	22
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed7_optimalForest.sif	30
hog1_prizes_beta0.1_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta5.0_omega0.01_mu0.03_seed1_optimalForest.sif	20
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed3_optimalForest.sif	30
hog1_prizes_beta4.5_omega0.01_mu0.03_seed2_optimalForest.sif	26
hog1_prizes_beta5.0_omega0.01_mu0.03_seed3_optimalForest.sif	25
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed7_optimalForest.sif	29
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed9_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.03_seed5_optimalForest.sif	25
hog1_prizes_beta4.5_omega0.01_mu0.03_seed1_optimalForest.sif	26
hog1_prizes_beta0.1_omega0.01_mu0.04_seed4_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.03_seed7_optimalForest.sif	26
hog1_prizes_beta4.5_omega0.01_mu0.03_seed5_optimalForest.sif	25
hog1_prizes_beta5.0_omega0.01_mu0.03_seed2_optimalForest.sif	26
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta5.0_omega0.01_mu0.03_seed6_optimalForest.sif	22
hog1_prizes_beta0.1_omega0.01_mu0.04_seed2_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.03_seed4_optimalForest.sif	26
hog1_prizes_beta5.0_omega0.01_mu0.03_seed9_optimalForest.sif	26
pde2_prizes_beta5.0_omega0.01_mu0.03_seed10_optimalForest.sif	22
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed9_optimalForest.sif	30
pde2_prizes_beta5.0_omega0.01_mu0.03_seed2_optimalForest.sif	22
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed5_optimalForest.sif	30
hog1_prizes_beta0.1_omega0.01_mu0.04_seed5_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed6_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.04_seed8_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed7_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.03_seed7_optimalForest.sif	26
hog1_prizes_beta0.1_omega0.01_mu0.04_seed6_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.03_seed3_optimalForest.sif	25
hog1_prizes_beta0.1_omega0.01_mu0.04_seed7_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta5.0_omega0.01_mu0.03_seed9_optimalForest.sif	20
hog1_prizes_beta5.0_omega0.01_mu0.03_seed8_optimalForest.sif	26
hog1_prizes_beta0.1_omega0.01_mu0.04_seed9_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed1_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed5_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed2_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed7_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed10_optimalForest.sif	31
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed3_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed2_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed6_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed7_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed6_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed4_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed2_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.04_seed10_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed5_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed6_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed7_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta4.5_omega0.01_mu0.03_seed5_optimalForest.sif	22
pde2_prizes_beta0.5_omega0.01_mu0.04_seed5_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed10_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed2_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed3_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed10_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed7_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed2_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed4_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed6_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed5_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed8_optimalForest.sif	29
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed1_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed2_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed4_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed7_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed8_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed8_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed9_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed3_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed6_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.04_seed3_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.04_seed5_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed4_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed3_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed7_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed1_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed5_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed6_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed8_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed7_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed2_optimalForest.sif	0
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed4_optimalForest.sif	30
hog1_prizes_beta2.5_omega0.01_mu0.04_seed8_optimalForest.sif	22
hog1_prizes_beta2.5_omega0.01_mu0.04_seed4_optimalForest.sif	21
hog1_prizes_beta2.5_omega0.01_mu0.04_seed3_optimalForest.sif	21
hog1_prizes_beta2.5_omega0.01_mu0.04_seed5_optimalForest.sif	21
hog1_prizes_beta2.5_omega0.01_mu0.04_seed2_optimalForest.sif	20
hog1_prizes_beta2.5_omega0.01_mu0.04_seed6_optimalForest.sif	21
hog1_prizes_beta2.5_omega0.01_mu0.04_seed7_optimalForest.sif	22
hog1_prizes_beta0.5_omega0.01_mu0.04_seed8_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed2_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.04_seed9_optimalForest.sif	21
pde2_prizes_beta1.5_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed6_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed1_optimalForest.sif	18
pde2_prizes_beta1.5_omega0.01_mu0.04_seed7_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed1_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed5_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.04_seed10_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed5_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed6_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed10_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed10_optimalForest.sif	21
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed4_optimalForest.sif	18
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed8_optimalForest.sif	30
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed6_optimalForest.sif	18
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed8_optimalForest.sif	18
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed3_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed3_optimalForest.sif	19
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed2_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed7_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed10_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed5_optimalForest.sif	18
pde2_prizes_beta1.0_omega0.01_mu0.04_seed2_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.04_seed6_optimalForest.sif	15
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed1_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed7_optimalForest.sif	19
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed9_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.04_seed7_optimalForest.sif	11
pde2_prizes_beta1.0_omega0.01_mu0.04_seed10_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.04_seed5_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed9_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.04_seed8_optimalForest.sif	11
pde2_prizes_beta1.0_omega0.01_mu0.04_seed7_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.04_seed8_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.04_seed9_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.04_seed10_optimalForest.sif	11
hog1_prizes_beta2.0_omega0.01_mu0.04_seed2_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed3_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.04_seed9_optimalForest.sif	11
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed8_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed1_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed8_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed3_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed4_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed5_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed7_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.04_seed5_optimalForest.sif	16
pde2_prizes_beta2.5_omega0.01_mu0.04_seed4_optimalForest.sif	16
hog1_prizes_beta2.5_omega0.01_mu0.04_seed10_optimalForest.sif	21
pde2_prizes_beta1.0_omega0.01_mu0.04_seed1_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed10_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed6_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.04_seed9_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed7_optimalForest.sif	18
pde2_prizes_beta2.0_omega0.01_mu0.04_seed3_optimalForest.sif	11
pde2_prizes_beta2.5_omega0.01_mu0.04_seed2_optimalForest.sif	16
pde2_prizes_beta2.5_omega0.01_mu0.04_seed7_optimalForest.sif	16
pde2_prizes_beta2.0_omega0.01_mu0.04_seed5_optimalForest.sif	11
pde2_prizes_beta2.5_omega0.01_mu0.04_seed3_optimalForest.sif	16
pde2_prizes_beta2.0_omega0.01_mu0.04_seed4_optimalForest.sif	11
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed7_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.04_seed1_optimalForest.sif	11
pde2_prizes_beta3.0_omega0.01_mu0.04_seed3_optimalForest.sif	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed2_optimalForest.sif	11
pde2_prizes_beta2.5_omega0.01_mu0.04_seed8_optimalForest.sif	15
hog1_prizes_beta0.5_omega0.01_mu0.04_seed5_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.04_seed6_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.04_seed9_optimalForest.sif	19
hog1_prizes_beta3.0_omega0.01_mu0.04_seed3_optimalForest.sif	21
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed5_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed2_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.04_seed10_optimalForest.sif	16
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed6_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.04_seed4_optimalForest.sif	16
pde2_prizes_beta0.1_omega0.01_mu0.04_seed4_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.04_seed6_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed4_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.04_seed6_optimalForest.sif	16
pde2_prizes_beta2.5_omega0.01_mu0.04_seed9_optimalForest.sif	16
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed5_optimalForest.sif	20
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed4_optimalForest.sif	18
hog1_prizes_beta4.0_omega0.01_mu0.04_seed5_optimalForest.sif	25
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed5_optimalForest.sif	30
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed9_optimalForest.sif	30
pde2_prizes_beta4.0_omega0.01_mu0.04_seed3_optimalForest.sif	20
hog1_prizes_beta4.0_omega0.01_mu0.04_seed2_optimalForest.sif	26
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed9_optimalForest.sif	18
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed10_optimalForest.sif	30
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed8_optimalForest.sif	30
pde2_prizes_beta2.5_omega0.01_mu0.04_seed1_optimalForest.sif	16
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed6_optimalForest.sif	19
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed9_optimalForest.sif	26
hog1_prizes_beta2.5_omega0.01_mu0.04_seed1_optimalForest.sif	21
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed2_optimalForest.sif	18
pde2_prizes_beta4.0_omega0.01_mu0.04_seed2_optimalForest.sif	21
hog1_prizes_beta3.0_omega0.01_mu0.04_seed4_optimalForest.sif	26
pde2_prizes_beta3.5_omega0.01_mu0.04_seed4_optimalForest.sif	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed8_optimalForest.sif	22
hog1_prizes_beta3.0_omega0.01_mu0.04_seed1_optimalForest.sif	21
hog1_prizes_beta3.5_omega0.01_mu0.04_seed9_optimalForest.sif	26
hog1_prizes_beta3.0_omega0.01_mu0.04_seed10_optimalForest.sif	21
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed10_optimalForest.sif	18
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed1_optimalForest.sif	18
hog1_prizes_beta3.0_omega0.01_mu0.04_seed6_optimalForest.sif	21
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed2_optimalForest.sif	18
hog1_prizes_beta3.5_omega0.01_mu0.04_seed5_optimalForest.sif	25
pde2_prizes_beta4.0_omega0.01_mu0.04_seed5_optimalForest.sif	20
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed3_optimalForest.sif	18
hog1_prizes_beta3.0_omega0.01_mu0.04_seed5_optimalForest.sif	21
hog1_prizes_beta3.5_omega0.01_mu0.04_seed3_optimalForest.sif	26
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed8_optimalForest.sif	28
pde2_prizes_beta3.0_omega0.01_mu0.04_seed5_optimalForest.sif	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed8_optimalForest.sif	19
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed1_optimalForest.sif	28
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed8_optimalForest.sif	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed10_optimalForest.sif	21
hog1_prizes_beta4.0_omega0.01_mu0.04_seed4_optimalForest.sif	26
pde2_prizes_beta3.0_omega0.01_mu0.04_seed1_optimalForest.sif	19
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed2_optimalForest.sif	30
hog1_prizes_beta3.0_omega0.01_mu0.04_seed2_optimalForest.sif	21
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed10_optimalForest.sif	30
hog1_prizes_beta3.5_omega0.01_mu0.04_seed4_optimalForest.sif	26
pde2_prizes_beta3.5_omega0.01_mu0.04_seed5_optimalForest.sif	19
hog1_prizes_beta4.0_omega0.01_mu0.04_seed1_optimalForest.sif	26
hog1_prizes_beta3.0_omega0.01_mu0.04_seed9_optimalForest.sif	21
pde2_prizes_beta3.0_omega0.01_mu0.04_seed2_optimalForest.sif	19
hog1_prizes_beta3.5_omega0.01_mu0.04_seed7_optimalForest.sif	26
hog1_prizes_beta3.5_omega0.01_mu0.04_seed2_optimalForest.sif	26
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed7_optimalForest.sif	30
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed2_optimalForest.sif	23
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed3_optimalForest.sif	30
hog1_prizes_beta3.5_omega0.01_mu0.04_seed1_optimalForest.sif	25
hog1_prizes_beta3.5_omega0.01_mu0.04_seed10_optimalForest.sif	26
pde2_prizes_beta3.5_omega0.01_mu0.04_seed6_optimalForest.sif	21
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed3_optimalForest.sif	26
pde2_prizes_beta3.0_omega0.01_mu0.04_seed9_optimalForest.sif	21
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed6_optimalForest.sif	30
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed5_optimalForest.sif	25
hog1_prizes_beta3.0_omega0.01_mu0.04_seed7_optimalForest.sif	21
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed4_optimalForest.sif	26
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed7_optimalForest.sif	29
hog1_prizes_beta4.0_omega0.01_mu0.04_seed7_optimalForest.sif	26
hog1_prizes_beta3.0_omega0.01_mu0.04_seed8_optimalForest.sif	21
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed6_optimalForest.sif	30
pde2_prizes_beta3.5_omega0.01_mu0.04_seed1_optimalForest.sif	19
hog1_prizes_beta4.0_omega0.01_mu0.04_seed10_optimalForest.sif	26
hog1_prizes_beta3.5_omega0.01_mu0.04_seed8_optimalForest.sif	26
pde2_prizes_beta3.5_omega0.01_mu0.04_seed3_optimalForest.sif	20
hog1_prizes_beta3.5_omega0.01_mu0.04_seed6_optimalForest.sif	26
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed5_optimalForest.sif	27
pde2_prizes_beta4.5_omega0.01_mu0.04_seed1_optimalForest.sif	20
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed10_optimalForest.sif	29
pde2_prizes_beta4.0_omega0.01_mu0.04_seed1_optimalForest.sif	21
hog1_prizes_beta4.0_omega0.01_mu0.04_seed9_optimalForest.sif	26
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed1_optimalForest.sif	30
hog1_prizes_beta4.0_omega0.01_mu0.04_seed3_optimalForest.sif	25
pde2_prizes_beta3.5_omega0.01_mu0.04_seed2_optimalForest.sif	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed2_optimalForest.sif	21
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed6_optimalForest.sif	29
pde2_prizes_beta3.0_omega0.01_mu0.04_seed6_optimalForest.sif	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed7_optimalForest.sif	16
hog1_prizes_beta4.0_omega0.01_mu0.04_seed6_optimalForest.sif	26
pde2_prizes_beta4.5_omega0.01_mu0.04_seed6_optimalForest.sif	20
hog1_prizes_beta4.5_omega0.01_mu0.04_seed10_optimalForest.sif	26
pde2_prizes_beta3.5_omega0.01_mu0.04_seed7_optimalForest.sif	19
hog1_prizes_beta4.0_omega0.01_mu0.04_seed8_optimalForest.sif	26
hog1_prizes_beta4.5_omega0.01_mu0.04_seed9_optimalForest.sif	26
pde2_prizes_beta4.5_omega0.01_mu0.04_seed5_optimalForest.sif	22
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed4_optimalForest.sif	30
pde2_prizes_beta4.0_omega0.01_mu0.04_seed7_optimalForest.sif	20
pde2_prizes_beta4.5_omega0.01_mu0.04_seed10_optimalForest.sif	20
pde2_prizes_beta4.5_omega0.01_mu0.04_seed3_optimalForest.sif	22
pde2_prizes_beta4.0_omega0.01_mu0.04_seed9_optimalForest.sif	20
pde2_prizes_beta3.0_omega0.01_mu0.04_seed8_optimalForest.sif	19
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed1_optimalForest.sif	29
pde2_prizes_beta4.0_omega0.01_mu0.04_seed6_optimalForest.sif	20
pde2_prizes_beta3.0_omega0.01_mu0.04_seed10_optimalForest.sif	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed4_optimalForest.sif	21
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed5_optimalForest.sif	29
hog1_prizes_beta0.1_omega0.01_mu0.05_seed2_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.04_seed5_optimalForest.sif	26
pde2_prizes_beta4.0_omega0.01_mu0.04_seed10_optimalForest.sif	22
pde2_prizes_beta5.0_omega0.01_mu0.04_seed5_optimalForest.sif	22
pde2_prizes_beta4.5_omega0.01_mu0.04_seed7_optimalForest.sif	21
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed8_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed10_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed9_optimalForest.sif	0
